#Name (cmd = mergePeaks pr.pd_hipp_gba1_vs_lrk/bg.clean.pos pr.pd_hipp_gba1_vs_lrk/target.clean..pos -d 200 -cobound 1 -prefix pr.pd_hipp_gba1_vs_lrk/0.499864938742579.2.tmp)	chr	start	end	strand	stat	stat2	pr.pd_hipp_gba1_vs_lrk/target.clean..pos
BG219926	chr22	37894965	37895164	+	0.000	0.000	17254
BG219927	chr22	37898303	37898795	+	0.000	0.000	17255
BG219932	chr22	37906399	37907109	+	0.000	0.000	17256
BG254276	chr4	36208444	36208648	+	0.000	0.000	19463
BG254277	chr4	36208928	36209410	+	0.000	0.000	19464
BG219948	chr22	37971570	37971796	+	0.000	0.000	17257
BG219949	chr22	37971805	37972032	+	0.000	0.000	17258
BG254282	chr4	36214799	36215152	+	0.000	0.000	19465
BG254283	chr4	36215176	36215386	+	0.000	0.000	19466
BG219950	chr22	37972069	37972268	+	0.000	0.000	17259
BG219955	chr22	37983880	37984108	+	0.000	0.000	17260
BG219957	chr22	37985588	37986910	+	0.000	0.000	17261
BG219958	chr22	37996939	37997138	+	0.000	0.000	17262
BG219973	chr22	38031683	38031882	+	0.000	0.000	17263
BG219984	chr22	38072701	38072900	+	0.000	0.000	17264
BG219989	chr22	38083306	38083528	+	0.000	0.000	17265
BG219992	chr22	38084432	38084632	+	0.000	0.000	17266
BG219996	chr22	38104174	38104373	+	0.000	0.000	17267
BG72602	chr12	9284104	9284609	+	0.000	0.000	5601
BG72609	chr12	9365938	9366145	+	0.000	0.000	5602
BG72617	chr12	9416374	9416599	+	0.000	0.000	5603
BG72621	chr12	9509821	9510020	+	0.000	0.000	5604
BG72657	chr12	9848759	9849626	+	0.000	0.000	5605
BG72659	chr12	9869761	9870200	+	0.000	0.000	5606
BG72662	chr12	9940432	9940631	+	0.000	0.000	5607
BG72665	chr12	9942516	9942919	+	0.000	0.000	5608
BG72666	chr12	9942955	9943843	+	0.000	0.000	5609
BG318605	chr6	168542408	168542653	+	0.000	0.000	23362
BG72681	chr12	10130132	10130331	+	0.000	0.000	5610
BG72695	chr12	10175050	10175812	+	0.000	0.000	5611
BG318620	chr6	168607704	168608003	+	0.000	0.000	23363
BG318649	chr6	168827494	168827693	+	0.000	0.000	23364
BG318657	chr6	168863471	168863721	+	0.000	0.000	23365
BG318658	chr6	168863814	168864578	+	0.000	0.000	23366
BG318659	chr6	168864607	168864907	+	0.000	0.000	23367
BG318695	chr6	169145481	169145944	+	0.000	0.000	23368
BG318697	chr6	169157789	169157988	+	0.000	0.000	23369
BG254304	chr4	36255275	36255567	+	0.000	0.000	19467
BG254319	chr4	36278733	36279090	+	0.000	0.000	19468
BG254320	chr4	36279095	36279308	+	0.000	0.000	19469
BG254333	chr4	36331732	36331931	+	0.000	0.000	19470
BG254335	chr4	36333410	36333815	+	0.000	0.000	19471
BG254382	chr4	36755134	36755356	+	0.000	0.000	19472
BG254387	chr4	36812299	36812498	+	0.000	0.000	19473
BG72722	chr12	10368718	10368917	+	0.000	0.000	5612
BG72724	chr12	10373571	10374402	+	0.000	0.000	5613
BG72726	chr12	10394590	10394789	+	0.000	0.000	5614
BG72737	chr12	10513224	10513423	+	0.000	0.000	5615
BG318707	chr6	169224810	169225009	+	0.000	0.000	23370
BG72788	chr12	11007000	11007199	+	0.000	0.000	5616
BG318714	chr6	169250372	169250571	+	0.000	0.000	23371
BG318716	chr6	169250983	169251267	+	0.000	0.000	23372
BG318717	chr6	169251366	169251599	+	0.000	0.000	23373
BG72799	chr12	11072944	11073292	+	0.000	0.000	5617
BG318731	chr6	169292515	169292946	+	0.000	0.000	23374
BG318735	chr6	169337960	169338276	+	0.000	0.000	23375
BG318742	chr6	169424671	169425298	+	0.000	0.000	23376
BG318746	chr6	169487650	169487849	+	0.000	0.000	23377
BG318764	chr6	169598594	169598834	+	0.000	0.000	23378
BG318765	chr6	169599055	169599584	+	0.000	0.000	23379
BG318769	chr6	169639735	169639934	+	0.000	0.000	23380
BG318796	chr6	169868551	169868778	+	0.000	0.000	23381
BG254469	chr4	37693537	37693736	+	0.000	0.000	19474
BG254487	chr4	37803453	37803925	+	0.000	0.000	19475
BG72853	chr12	11652789	11653048	+	0.000	0.000	5618
BG353111	chr8	94484540	94484739	+	0.000	0.000	25576
BG72864	chr12	11687680	11687920	+	0.000	0.000	5619
BG353128	chr8	94713452	94713683	+	0.000	0.000	25577
BG353129	chr8	94713687	94713917	+	0.000	0.000	25578
BG72872	chr12	11706545	11706766	+	0.000	0.000	5620
BG318809	chr6	169978879	169979078	+	0.000	0.000	23382
BG72886	chr12	11761718	11761925	+	0.000	0.000	5621
BG318817	chr6	170010894	170011185	+	0.000	0.000	23383
BG353162	chr8	94961852	94962163	+	0.000	0.000	25579
BG318833	chr6	170089049	170089262	+	0.000	0.000	23384
BG318848	chr6	170176286	170176485	+	0.000	0.000	23385
BG318849	chr6	170176505	170176704	+	0.000	0.000	23386
BG353186	chr8	95087727	95087937	+	0.000	0.000	25580
BG318854	chr6	170187313	170187553	+	0.000	0.000	23387
BG318856	chr6	170187890	170188280	+	0.000	0.000	23388
BG318857	chr6	170188325	170188632	+	0.000	0.000	23389
BG318858	chr6	170188738	170189036	+	0.000	0.000	23390
BG353196	chr8	95114873	95115121	+	0.000	0.000	25581
BG318871	chr6	170247237	170247519	+	0.000	0.000	23391
BG318872	chr6	170247523	170247722	+	0.000	0.000	23392
BG318880	chr6	170265006	170265205	+	0.000	0.000	23393
BG318888	chr6	170290034	170290233	+	0.000	0.000	23394
BG318889	chr6	170290270	170290486	+	0.000	0.000	23395
BG254512	chr4	37954188	37954409	+	0.000	0.000	19476
BG254543	chr4	38078999	38079361	+	0.000	0.000	19477
BG254578	chr4	38177740	38177939	+	0.000	0.000	19478
BG254580	chr4	38185086	38185341	+	0.000	0.000	19479
BG254581	chr4	38185461	38185762	+	0.000	0.000	19480
BG254582	chr4	38185841	38186306	+	0.000	0.000	19481
BG254586	chr4	38203871	38204761	+	0.000	0.000	19482
BG254587	chr4	38204775	38205586	+	0.000	0.000	19483
BG254595	chr4	38275473	38275675	+	0.000	0.000	19484
BG72906	chr12	11814443	11814682	+	0.000	0.000	5622
BG72907	chr12	11814767	11815033	+	0.000	0.000	5623
BG72908	chr12	11819376	11820374	+	0.000	0.000	5624
BG72945	chr12	11967292	11967500	+	0.000	0.000	5625
BG72946	chr12	11967549	11967761	+	0.000	0.000	5626
BG72953	chr12	12023364	12023564	+	0.000	0.000	5627
BG72958	chr12	12048183	12048775	+	0.000	0.000	5628
BG72972	chr12	12125587	12125786	+	0.000	0.000	5629
BG318901	chr6	170344923	170345142	+	0.000	0.000	23396
BG318909	chr6	170371290	170371652	+	0.000	0.000	23397
BG72988	chr12	12228504	12228703	+	0.000	0.000	5630
BG72995	chr12	12240727	12240996	+	0.000	0.000	5631
BG353255	chr8	95890997	95891196	+	0.000	0.000	25582
BG318926	chr6	170471622	170471847	+	0.000	0.000	23398
BG353273	chr8	96245377	96245576	+	0.000	0.000	25583
BG318948	chr6	170561163	170561415	+	0.000	0.000	23399
BG318949	chr6	170575334	170575533	+	0.000	0.000	23400
BG353292	chr8	96303957	96304156	+	0.000	0.000	25584
BG318960	chr7	57795	58615	+	0.000	0.000	23401
BG318961	chr7	61628	61827	+	0.000	0.000	23402
BG318979	chr7	149716	150483	+	0.000	0.000	23403
BG254600	chr4	38287972	38288171	+	0.000	0.000	19485
BG254602	chr4	38307767	38307966	+	0.000	0.000	19486
BG254604	chr4	38314283	38314482	+	0.000	0.000	19487
BG254606	chr4	38318308	38318507	+	0.000	0.000	19488
BG120018	chr15	58462119	58462318	+	0.000	0.000	8691
BG120033	chr15	58501776	58502008	+	0.000	0.000	8692
BG120047	chr15	58584844	58585043	+	0.000	0.000	8693
BG120055	chr15	58632890	58633089	+	0.000	0.000	8694
BG120059	chr15	58667894	58668138	+	0.000	0.000	8695
BG353306	chr8	96341619	96341846	+	0.000	0.000	25585
BG353320	chr8	96419624	96419843	+	0.000	0.000	25586
BG353321	chr8	96419859	96420188	+	0.000	0.000	25587
BG353378	chr8	96662623	96663081	+	0.000	0.000	25588
BG353398	chr8	96844059	96844258	+	0.000	0.000	25589
BG254712	chr4	38925312	38925511	+	0.000	0.000	19489
BG254714	chr4	38926935	38927134	+	0.000	0.000	19490
BG254719	chr4	38949720	38949919	+	0.000	0.000	19491
BG254777	chr4	39336290	39336501	+	0.000	0.000	19492
BG254780	chr4	39347205	39347420	+	0.000	0.000	19493
BG120124	chr15	59138194	59138449	+	0.000	0.000	8696
BG120160	chr15	59267371	59267863	+	0.000	0.000	8697
BG120161	chr15	59267903	59268802	+	0.000	0.000	8698
BG120164	chr15	59277634	59277854	+	0.000	0.000	8699
BG120166	chr15	59278887	59279093	+	0.000	0.000	8700
BG120167	chr15	59279145	59279433	+	0.000	0.000	8701
BG120169	chr15	59282698	59282897	+	0.000	0.000	8702
BG120174	chr15	59290937	59291161	+	0.000	0.000	8703
BG120175	chr15	59291992	59292454	+	0.000	0.000	8704
BG120182	chr15	59303622	59303876	+	0.000	0.000	8705
BG120183	chr15	59305527	59305726	+	0.000	0.000	8706
BG120184	chr15	59306633	59307499	+	0.000	0.000	8707
BG120195	chr15	59339423	59339653	+	0.000	0.000	8708
BG120196	chr15	59349683	59350163	+	0.000	0.000	8709
BG353438	chr8	97087207	97087406	+	0.000	0.000	25590
BG353440	chr8	97089650	97090323	+	0.000	0.000	25591
BG353451	chr8	97183601	97183841	+	0.000	0.000	25592
BG353471	chr8	97284924	97285133	+	0.000	0.000	25593
BG353475	chr8	97287388	97287724	+	0.000	0.000	25594
BG353487	chr8	97381761	97382006	+	0.000	0.000	25595
BG254810	chr4	39546783	39546982	+	0.000	0.000	19494
BG254846	chr4	39833979	39834211	+	0.000	0.000	19495
BG254898	chr4	40525806	40526262	+	0.000	0.000	19496
BG120225	chr15	59506495	59506723	+	0.000	0.000	8710
BG120234	chr15	59582273	59582472	+	0.000	0.000	8711
BG120245	chr15	59701987	59702197	+	0.000	0.000	8712
BG120260	chr15	59919405	59919642	+	0.000	0.000	8713
BG120276	chr15	60115893	60116334	+	0.000	0.000	8714
BG120277	chr15	60116365	60116584	+	0.000	0.000	8715
BG120281	chr15	60129329	60129541	+	0.000	0.000	8716
BG120283	chr15	60137015	60137225	+	0.000	0.000	8717
BG353518	chr8	97564989	97565188	+	0.000	0.000	25596
BG353551	chr8	97804695	97804909	+	0.000	0.000	25597
BG353556	chr8	97837175	97837408	+	0.000	0.000	25598
BG353580	chr8	97932857	97933101	+	0.000	0.000	25599
BG254931	chr4	40841326	40841557	+	0.000	0.000	19497
BG254934	chr4	40845600	40845817	+	0.000	0.000	19498
BG254949	chr4	40875555	40875754	+	0.000	0.000	19499
BG120304	chr15	60414167	60414595	+	0.000	0.000	8718
BG120306	chr15	60427216	60427526	+	0.000	0.000	8719
BG120324	chr15	60539222	60539478	+	0.000	0.000	8720
BG120353	chr15	60647609	60647814	+	0.000	0.000	8721
BG120363	chr15	60695722	60695962	+	0.000	0.000	8722
BG120378	chr15	60766720	60767035	+	0.000	0.000	8723
BG120384	chr15	60798410	60799151	+	0.000	0.000	8724
BG120388	chr15	60819283	60820261	+	0.000	0.000	8725
BG120392	chr15	60841040	60841485	+	0.000	0.000	8726
BG120399	chr15	60888094	60888293	+	0.000	0.000	8727
BG353679	chr8	98456600	98457478	+	0.000	0.000	25600
BG353691	chr8	98534594	98534839	+	0.000	0.000	25601
BG120427	chr15	60976056	60976264	+	0.000	0.000	8728
BG120430	chr15	60995113	60995388	+	0.000	0.000	8729
BG120442	chr15	61083070	61083298	+	0.000	0.000	8730
BG120452	chr15	61115765	61116038	+	0.000	0.000	8731
BG120479	chr15	61195686	61195889	+	0.000	0.000	8732
BG353764	chr8	100019135	100019523	+	0.000	0.000	25602
BG120501	chr15	61393928	61394195	+	0.000	0.000	8733
BG120516	chr15	61552212	61552454	+	0.000	0.000	8734
BG120520	chr15	61621154	61621407	+	0.000	0.000	8735
BG120541	chr15	61888024	61888223	+	0.000	0.000	8736
BG120560	chr15	62119172	62119745	+	0.000	0.000	8737
BG120577	chr15	62243006	62243374	+	0.000	0.000	8738
BG120588	chr15	62362497	62362920	+	0.000	0.000	8739
BG353803	chr8	100395821	100396251	+	0.000	0.000	25603
BG353816	chr8	100428895	100429094	+	0.000	0.000	25604
BG353871	chr8	100827318	100827687	+	0.000	0.000	25605
BG353875	chr8	100850794	100850993	+	0.000	0.000	25606
BG353881	chr8	100900004	100902050	+	0.000	0.000	25607
BG353882	chr8	100902054	100902331	+	0.000	0.000	25608
BG353884	chr8	100909177	100909434	+	0.000	0.000	25609
BG353896	chr8	101003666	101003887	+	0.000	0.000	25610
BG120650	chr15	62726870	62727069	+	0.000	0.000	8740
BG120659	chr15	62743697	62743913	+	0.000	0.000	8741
BG120661	chr15	62746264	62746491	+	0.000	0.000	8742
BG120662	chr15	62748061	62748284	+	0.000	0.000	8743
BG120663	chr15	62748307	62748572	+	0.000	0.000	8744
BG120664	chr15	62748617	62749892	+	0.000	0.000	8745
BG120673	chr15	62788134	62788548	+	0.000	0.000	8746
BG120674	chr15	62788671	62789252	+	0.000	0.000	8747
BG120686	chr15	62852579	62853569	+	0.000	0.000	8748
BG120687	chr15	62853578	62853819	+	0.000	0.000	8749
BG120689	chr15	62875041	62875240	+	0.000	0.000	8750
BG353916	chr8	101088122	101088510	+	0.000	0.000	25611
BG353941	chr8	101154395	101154660	+	0.000	0.000	25612
BG353953	chr8	101178687	101178889	+	0.000	0.000	25613
BG353955	chr8	101184456	101184864	+	0.000	0.000	25614
BG353974	chr8	101252673	101252904	+	0.000	0.000	25615
BG120733	chr15	63066149	63066348	+	0.000	0.000	8751
BG120752	chr15	63185223	63185422	+	0.000	0.000	8752
BG120756	chr15	63195909	63196113	+	0.000	0.000	8753
BG120764	chr15	63243936	63244736	+	0.000	0.000	8754
BG120767	chr15	63255554	63255774	+	0.000	0.000	8755
BG120787	chr15	63345296	63345779	+	0.000	0.000	8756
BG120790	chr15	63357143	63357350	+	0.000	0.000	8757
BG120792	chr15	63358293	63358678	+	0.000	0.000	8758
BG120796	chr15	63364351	63364969	+	0.000	0.000	8759
BG1	chr1	10016	10231	+	0.000	0.000	1
BG120808	chr15	63412840	63413039	+	0.000	0.000	8760
BG120812	chr15	63418837	63419036	+	0.000	0.000	8761
BG120827	chr15	63474142	63474341	+	0.000	0.000	8762
BG120832	chr15	63487631	63487854	+	0.000	0.000	8763
BG120843	chr15	63583085	63583345	+	0.000	0.000	8764
BG120868	chr15	63698818	63699058	+	0.000	0.000	8765
BG120874	chr15	63720167	63720392	+	0.000	0.000	8766
BG120877	chr15	63723532	63723769	+	0.000	0.000	8767
BG120904	chr15	63887772	63888070	+	0.000	0.000	8768
BG120927	chr15	64010836	64011074	+	0.000	0.000	8769
BG120929	chr15	64017706	64017925	+	0.000	0.000	8770
BG120935	chr15	64044794	64044999	+	0.000	0.000	8771
BG120950	chr15	64122011	64122210	+	0.000	0.000	8772
BG120951	chr15	64122278	64122893	+	0.000	0.000	8773
BG120959	chr15	64144652	64145332	+	0.000	0.000	8774
BG120966	chr15	64197175	64197746	+	0.000	0.000	8775
BG120980	chr15	64268372	64268571	+	0.000	0.000	8776
BG120987	chr15	64344650	64345671	+	0.000	0.000	8777
BG120993	chr15	64398600	64398897	+	0.000	0.000	8778
BG138007	chr17	330429	330628	+	0.000	0.000	10478
BG138020	chr17	411517	411847	+	0.000	0.000	10479
BG138032	chr17	521971	522310	+	0.000	0.000	10480
BG138035	chr17	543028	543236	+	0.000	0.000	10481
BG138046	chr17	606364	606878	+	0.000	0.000	10482
BG138049	chr17	620249	620691	+	0.000	0.000	10483
BG138056	chr17	632090	632289	+	0.000	0.000	10484
BG138060	chr17	646984	648185	+	0.000	0.000	10485
BG138066	chr17	673121	673774	+	0.000	0.000	10486
BG138067	chr17	673951	674201	+	0.000	0.000	10487
BG138068	chr17	674429	674657	+	0.000	0.000	10488
BG138070	chr17	681719	682089	+	0.000	0.000	10489
BG138073	chr17	688226	688425	+	0.000	0.000	10490
BG138074	chr17	689633	690160	+	0.000	0.000	10491
BG138097	chr17	927619	927838	+	0.000	0.000	10492
BG138108	chr17	1010049	1010284	+	0.000	0.000	10493
BG138128	chr17	1068144	1069325	+	0.000	0.000	10494
BG138132	chr17	1078890	1079127	+	0.000	0.000	10495
BG138144	chr17	1098725	1098924	+	0.000	0.000	10496
BG138145	chr17	1099353	1099585	+	0.000	0.000	10497
BG138146	chr17	1099647	1099909	+	0.000	0.000	10498
BG138178	chr17	1203214	1203413	+	0.000	0.000	10499
BG138180	chr17	1229326	1229633	+	0.000	0.000	10500
BG138188	chr17	1286907	1287112	+	0.000	0.000	10501
BG138203	chr17	1374525	1374741	+	0.000	0.000	10502
BG138209	chr17	1422508	1424065	+	0.000	0.000	10503
BG138210	chr17	1438827	1439026	+	0.000	0.000	10504
BG138254	chr17	1669044	1669243	+	0.000	0.000	10505
BG138257	chr17	1705015	1705420	+	0.000	0.000	10506
BG138264	chr17	1715881	1716080	+	0.000	0.000	10507
BG138268	chr17	1735919	1736941	+	0.000	0.000	10508
BG138272	chr17	1744877	1745167	+	0.000	0.000	10509
BG138275	chr17	1752416	1752712	+	0.000	0.000	10510
BG138289	chr17	1813195	1813394	+	0.000	0.000	10511
BG138299	chr17	1906795	1907018	+	0.000	0.000	10512
BG138308	chr17	1929033	1929232	+	0.000	0.000	10513
BG138319	chr17	1958610	1958849	+	0.000	0.000	10514
BG138330	chr17	1987371	1987581	+	0.000	0.000	10515
BG138376	chr17	2089536	2089807	+	0.000	0.000	10516
BG138378	chr17	2091204	2091403	+	0.000	0.000	10517
BG138398	chr17	2192741	2193508	+	0.000	0.000	10518
BG138400	chr17	2195744	2196256	+	0.000	0.000	10519
BG138401	chr17	2203249	2203464	+	0.000	0.000	10520
BG138412	chr17	2240192	2240391	+	0.000	0.000	10521
BG138416	chr17	2262183	2262382	+	0.000	0.000	10522
BG138426	chr17	2347780	2348775	+	0.000	0.000	10523
BG138466	chr17	2491700	2491899	+	0.000	0.000	10524
BG138486	chr17	2605182	2605399	+	0.000	0.000	10525
BG138491	chr17	2682522	2682721	+	0.000	0.000	10526
BG138502	chr17	2724715	2724978	+	0.000	0.000	10527
BG138503	chr17	2734975	2735419	+	0.000	0.000	10528
BG138506	chr17	2755036	2755256	+	0.000	0.000	10529
BG138523	chr17	2809772	2809971	+	0.000	0.000	10530
BG138524	chr17	2812003	2812531	+	0.000	0.000	10531
BG138548	chr17	2892402	2892875	+	0.000	0.000	10532
BG138549	chr17	2893203	2894019	+	0.000	0.000	10533
BG138559	chr17	2924176	2924621	+	0.000	0.000	10534
BG138561	chr17	2930139	2930338	+	0.000	0.000	10535
BG138580	chr17	3012005	3012242	+	0.000	0.000	10536
BG138592	chr17	3474263	3474660	+	0.000	0.000	10537
BG138594	chr17	3475818	3476060	+	0.000	0.000	10538
BG138595	chr17	3476096	3476810	+	0.000	0.000	10539
BG138596	chr17	3476961	3477189	+	0.000	0.000	10540
BG138597	chr17	3477200	3477399	+	0.000	0.000	10541
BG138600	chr17	3501394	3503182	+	0.000	0.000	10542
BG138603	chr17	3514008	3514207	+	0.000	0.000	10543
BG138606	chr17	3529910	3530412	+	0.000	0.000	10544
BG138615	chr17	3603540	3603739	+	0.000	0.000	10545
BG138632	chr17	3714971	3715584	+	0.000	0.000	10546
BG138633	chr17	3715617	3715882	+	0.000	0.000	10547
BG138634	chr17	3720025	3720247	+	0.000	0.000	10548
BG138640	chr17	3754982	3755244	+	0.000	0.000	10549
BG138654	chr17	3817052	3817428	+	0.000	0.000	10550
BG138655	chr17	3817438	3817700	+	0.000	0.000	10551
BG138656	chr17	3817851	3818232	+	0.000	0.000	10552
BG138657	chr17	3818298	3818551	+	0.000	0.000	10553
BG138658	chr17	3818585	3819260	+	0.000	0.000	10554
BG138670	chr17	3852633	3853158	+	0.000	0.000	10555
BG138687	chr17	3909353	3909580	+	0.000	0.000	10556
BG138696	chr17	3944758	3945088	+	0.000	0.000	10557
BG138698	chr17	3960651	3960949	+	0.000	0.000	10558
BG138699	chr17	3960997	3961230	+	0.000	0.000	10559
BG173018	chr2	22898299	22898522	+	0.000	0.000	13768
BG138704	chr17	3965371	3965570	+	0.000	0.000	10560
BG138706	chr17	3976732	3976953	+	0.000	0.000	10561
BG138708	chr17	3990045	3990793	+	0.000	0.000	10562
BG138714	chr17	4017204	4017455	+	0.000	0.000	10563
BG138717	chr17	4033158	4033447	+	0.000	0.000	10564
BG138718	chr17	4033464	4033682	+	0.000	0.000	10565
BG138719	chr17	4033689	4034411	+	0.000	0.000	10566
BG173050	chr2	23366653	23367016	+	0.000	0.000	13769
BG173051	chr2	23375497	23375742	+	0.000	0.000	13770
BG138723	chr17	4057258	4057457	+	0.000	0.000	10567
BG138726	chr17	4076822	4077021	+	0.000	0.000	10568
BG173064	chr2	23422762	23422998	+	0.000	0.000	13771
BG173072	chr2	23465927	23466336	+	0.000	0.000	13772
BG138742	chr17	4114209	4114408	+	0.000	0.000	10569
BG173078	chr2	23479415	23479624	+	0.000	0.000	13773
BG173079	chr2	23479640	23479851	+	0.000	0.000	13774
BG173083	chr2	23489025	23489407	+	0.000	0.000	13775
BG173085	chr2	23491592	23491791	+	0.000	0.000	13776
BG173086	chr2	23491793	23491992	+	0.000	0.000	13777
BG138758	chr17	4199025	4199387	+	0.000	0.000	10570
BG138760	chr17	4204339	4204538	+	0.000	0.000	10571
BG138761	chr17	4204720	4205109	+	0.000	0.000	10572
BG138763	chr17	4210128	4210359	+	0.000	0.000	10573
BG138772	chr17	4247472	4247671	+	0.000	0.000	10574
BG138780	chr17	4265921	4266120	+	0.000	0.000	10575
BG138782	chr17	4270726	4271148	+	0.000	0.000	10576
BG138790	chr17	4302188	4302387	+	0.000	0.000	10577
BG138792	chr17	4309502	4309709	+	0.000	0.000	10578
BG138795	chr17	4329875	4330074	+	0.000	0.000	10579
BG138814	chr17	4477269	4477553	+	0.000	0.000	10580
BG138835	chr17	4535016	4535238	+	0.000	0.000	10581
BG138845	chr17	4584355	4584792	+	0.000	0.000	10582
BG138852	chr17	4635510	4635875	+	0.000	0.000	10583
BG138853	chr17	4636049	4636411	+	0.000	0.000	10584
BG138856	chr17	4640744	4641662	+	0.000	0.000	10585
BG138858	chr17	4642180	4642379	+	0.000	0.000	10586
BG173190	chr2	23902467	23902718	+	0.000	0.000	13778
BG173194	chr2	23904739	23905018	+	0.000	0.000	13779
BG138868	chr17	4710884	4711662	+	0.000	0.000	10587
BG138897	chr17	4856971	4857233	+	0.000	0.000	10588
BG138898	chr17	4857247	4857463	+	0.000	0.000	10589
BG173201	chr2	23944394	23944840	+	0.000	0.000	13780
BG173206	chr2	23988460	23988659	+	0.000	0.000	13781
BG173207	chr2	23992953	23993228	+	0.000	0.000	13782
BG173214	chr2	24024191	24024439	+	0.000	0.000	13783
BG173228	chr2	24101686	24102341	+	0.000	0.000	13784
BG173229	chr2	24102353	24102921	+	0.000	0.000	13785
BG173230	chr2	24105814	24106086	+	0.000	0.000	13786
BG138901	chr17	4860335	4860861	+	0.000	0.000	10590
BG138902	chr17	4860907	4861106	+	0.000	0.000	10591
BG138903	chr17	4861111	4861337	+	0.000	0.000	10592
BG138907	chr17	4876686	4877630	+	0.000	0.000	10593
BG173245	chr2	24232977	24233199	+	0.000	0.000	13787
BG173250	chr2	24252705	24253116	+	0.000	0.000	13788
BG173254	chr2	24269425	24269624	+	0.000	0.000	13789
BG138920	chr17	4926612	4926835	+	0.000	0.000	10594
BG173271	chr2	24321977	24322176	+	0.000	0.000	13790
BG138940	chr17	5007252	5007834	+	0.000	0.000	10595
BG173278	chr2	24382074	24383480	+	0.000	0.000	13791
BG138953	chr17	5134951	5135938	+	0.000	0.000	10596
BG173299	chr2	24502128	24502360	+	0.000	0.000	13792
BG138976	chr17	5326858	5327073	+	0.000	0.000	10597
BG138984	chr17	5383313	5383512	+	0.000	0.000	10598
BG138985	chr17	5391973	5392357	+	0.000	0.000	10599
BG138986	chr17	5413262	5413492	+	0.000	0.000	10600
BG138992	chr17	5436035	5436281	+	0.000	0.000	10601
BG138995	chr17	5446492	5447690	+	0.000	0.000	10602
BG7005	chr1	38140467	38141199	+	0.000	0.000	890
BG7006	chr1	38141229	38141428	+	0.000	0.000	891
BG7011	chr1	38275063	38275301	+	0.000	0.000	892
BG7017	chr1	38292322	38292555	+	0.000	0.000	893
BG7037	chr1	38449406	38449881	+	0.000	0.000	894
BG7050	chr1	38497502	38497701	+	0.000	0.000	895
BG7058	chr1	38539977	38540176	+	0.000	0.000	896
BG7068	chr1	38571271	38571475	+	0.000	0.000	897
BG7073	chr1	38609155	38609364	+	0.000	0.000	898
BG7075	chr1	38611826	38612025	+	0.000	0.000	899
BG7077	chr1	38655327	38655612	+	0.000	0.000	900
BG7080	chr1	38662271	38662485	+	0.000	0.000	901
BG7093	chr1	38783507	38783865	+	0.000	0.000	902
BG173316	chr2	24658688	24659103	+	0.000	0.000	13793
BG173321	chr2	24683704	24683903	+	0.000	0.000	13794
BG173345	chr2	24821617	24821843	+	0.000	0.000	13795
BG173349	chr2	24831389	24831588	+	0.000	0.000	13796
BG173350	chr2	24831682	24831925	+	0.000	0.000	13797
BG173351	chr2	24832056	24832357	+	0.000	0.000	13798
BG173355	chr2	24837301	24837555	+	0.000	0.000	13799
BG173364	chr2	24858705	24858904	+	0.000	0.000	13800
BG173388	chr2	24923893	24924158	+	0.000	0.000	13801
BG173399	chr2	24961769	24962209	+	0.000	0.000	13802
BG7113	chr1	38919402	38919773	+	0.000	0.000	903
BG7116	chr1	38928895	38929822	+	0.000	0.000	904
BG7117	chr1	38929945	38930516	+	0.000	0.000	905
BG7118	chr1	38930542	38930741	+	0.000	0.000	906
BG7134	chr1	39080420	39080619	+	0.000	0.000	907
BG7149	chr1	39115185	39115512	+	0.000	0.000	908
BG7152	chr1	39122411	39122727	+	0.000	0.000	909
BG7163	chr1	39153510	39153709	+	0.000	0.000	910
BG7165	chr1	39157106	39157942	+	0.000	0.000	911
BG7176	chr1	39199360	39199559	+	0.000	0.000	912
BG7191	chr1	39250922	39251178	+	0.000	0.000	913
BG173439	chr2	25090618	25090817	+	0.000	0.000	13803
BG173442	chr2	25091665	25091864	+	0.000	0.000	13804
BG173456	chr2	25197286	25197884	+	0.000	0.000	13805
BG173457	chr2	25197895	25198451	+	0.000	0.000	13806
BG7205	chr1	39354864	39355083	+	0.000	0.000	914
BG7208	chr1	39370547	39370778	+	0.000	0.000	915
BG7215	chr1	39395526	39396033	+	0.000	0.000	916
BG7230	chr1	39469252	39469501	+	0.000	0.000	917
BG7233	chr1	39491718	39491955	+	0.000	0.000	918
BG7242	chr1	39501640	39501997	+	0.000	0.000	919
BG7245	chr1	39514794	39514993	+	0.000	0.000	920
BG7260	chr1	39626786	39626992	+	0.000	0.000	921
BG7266	chr1	39639884	39640117	+	0.000	0.000	922
BG7293	chr1	39738159	39738622	+	0.000	0.000	923
BG7298	chr1	39770425	39770624	+	0.000	0.000	924
BG173508	chr2	25333103	25333340	+	0.000	0.000	13807
BG173513	chr2	25340426	25340667	+	0.000	0.000	13808
BG173529	chr2	25388545	25388744	+	0.000	0.000	13809
BG173564	chr2	25561190	25561449	+	0.000	0.000	13810
BG173565	chr2	25561475	25562211	+	0.000	0.000	13811
BG173572	chr2	25592779	25593207	+	0.000	0.000	13812
BG173573	chr2	25593212	25593441	+	0.000	0.000	13813
BG173574	chr2	25595393	25595806	+	0.000	0.000	13814
BG173576	chr2	25598653	25598925	+	0.000	0.000	13815
BG173577	chr2	25598992	25599238	+	0.000	0.000	13816
BG173585	chr2	25628040	25628291	+	0.000	0.000	13817
