#Name (cmd = mergePeaks pr.diff_pd_hipp_lrrk_vs_ctrl/bg.clean.pos pr.diff_pd_hipp_lrrk_vs_ctrl/target.clean..pos -d 200 -cobound 1 -prefix pr.diff_pd_hipp_lrrk_vs_ctrl/0.288842263006703.2.tmp)	chr	start	end	strand	stat	stat2	pr.diff_pd_hipp_lrrk_vs_ctrl/target.clean..pos
BG88399	chr12	125170258	125170831	+	0.000	0.000	6328
BG351807	chr8	83159804	83160054	+	0.000	0.000	24743
BG351832	chr8	83825020	83825219	+	0.000	0.000	24744
BG351844	chr8	84013770	84013969	+	0.000	0.000	24745
BG351846	chr8	84031890	84032092	+	0.000	0.000	24746
BG351847	chr8	84065337	84065536	+	0.000	0.000	24747
BG351875	chr8	84269253	84269476	+	0.000	0.000	24748
BG88401	chr12	125175885	125176085	+	0.000	0.000	6329
BG88423	chr12	125218409	125218653	+	0.000	0.000	6330
BG88432	chr12	125243940	125244163	+	0.000	0.000	6331
BG88441	chr12	125272424	125272637	+	0.000	0.000	6332
BG88470	chr12	125390410	125390887	+	0.000	0.000	6333
BG88473	chr12	125407897	125408096	+	0.000	0.000	6334
BG88498	chr12	125492722	125492968	+	0.000	0.000	6335
BG351913	chr8	84610151	84610387	+	0.000	0.000	24749
BG351946	chr8	84794592	84794791	+	0.000	0.000	24750
BG351964	chr8	85042585	85042976	+	0.000	0.000	24751
BG351983	chr8	85200815	85201014	+	0.000	0.000	24752
BG88503	chr12	125504608	125504913	+	0.000	0.000	6336
BG88507	chr12	125510591	125510790	+	0.000	0.000	6337
BG88523	chr12	125583222	125583647	+	0.000	0.000	6338
BG88524	chr12	125586512	125586765	+	0.000	0.000	6339
BG88536	chr12	125773156	125773355	+	0.000	0.000	6340
BG88540	chr12	125861695	125861894	+	0.000	0.000	6341
BG88558	chr12	126095789	126096144	+	0.000	0.000	6342
BG88566	chr12	126156094	126156463	+	0.000	0.000	6343
BG88583	chr12	126397766	126397965	+	0.000	0.000	6344
BG88608	chr12	126676092	126676291	+	0.000	0.000	6345
BG88628	chr12	126998932	126999190	+	0.000	0.000	6346
BG88639	chr12	127211688	127211887	+	0.000	0.000	6347
BG88641	chr12	127214434	127214700	+	0.000	0.000	6348
BG88643	chr12	127280757	127280990	+	0.000	0.000	6349
BG88651	chr12	127342511	127343268	+	0.000	0.000	6350
BG88659	chr12	127485593	127485844	+	0.000	0.000	6351
BG88690	chr12	127668806	127669163	+	0.000	0.000	6352
BG88703	chr12	127723929	127724128	+	0.000	0.000	6353
BG88705	chr12	127727026	127727229	+	0.000	0.000	6354
BG88707	chr12	127731982	127732446	+	0.000	0.000	6355
BG88738	chr12	127862019	127862218	+	0.000	0.000	6356
BG88739	chr12	127862322	127862521	+	0.000	0.000	6357
BG88742	chr12	127882496	127882751	+	0.000	0.000	6358
BG369008	chr9	94981276	94981524	+	0.000	0.000	25749
BG369009	chr9	94981725	94981933	+	0.000	0.000	25750
BG88769	chr12	128052401	128052649	+	0.000	0.000	6359
BG369026	chr9	95010315	95010860	+	0.000	0.000	25751
BG88770	chr12	128052663	128052951	+	0.000	0.000	6360
BG88776	chr12	128076263	128076508	+	0.000	0.000	6361
BG88782	chr12	128204312	128204717	+	0.000	0.000	6362
BG369048	chr9	95041659	95041931	+	0.000	0.000	25752
BG369057	chr9	95056627	95056835	+	0.000	0.000	25753
BG369068	chr9	95073031	95073256	+	0.000	0.000	25754
BG369070	chr9	95077930	95078352	+	0.000	0.000	25755
BG369071	chr9	95079003	95079202	+	0.000	0.000	25756
BG369080	chr9	95090968	95091181	+	0.000	0.000	25757
BG88819	chr12	128507448	128507896	+	0.000	0.000	6363
BG88827	chr12	128551083	128551282	+	0.000	0.000	6364
BG88828	chr12	128551329	128551970	+	0.000	0.000	6365
BG88830	chr12	128586389	128586658	+	0.000	0.000	6366
BG88831	chr12	128586688	128586945	+	0.000	0.000	6367
BG88832	chr12	128586970	128587259	+	0.000	0.000	6368
BG88833	chr12	128613650	128613860	+	0.000	0.000	6369
BG88851	chr12	128700898	128701097	+	0.000	0.000	6370
BG88857	chr12	128790757	128790956	+	0.000	0.000	6371
BG88859	chr12	128792984	128793193	+	0.000	0.000	6372
BG369118	chr9	95349081	95349944	+	0.000	0.000	25758
BG88863	chr12	128800261	128800603	+	0.000	0.000	6373
BG369121	chr9	95410000	95410737	+	0.000	0.000	25759
BG369139	chr9	95505812	95506019	+	0.000	0.000	25760
BG369158	chr9	95626993	95627192	+	0.000	0.000	25761
BG369192	chr9	95991399	95991652	+	0.000	0.000	25762
BG88907	chr12	129080221	129080420	+	0.000	0.000	6374
BG88923	chr12	129201929	129202730	+	0.000	0.000	6375
BG88929	chr12	129275618	129275817	+	0.000	0.000	6376
BG88931	chr12	129276485	129276705	+	0.000	0.000	6377
BG88939	chr12	129413978	129414211	+	0.000	0.000	6378
BG88942	chr12	129483349	129483548	+	0.000	0.000	6379
BG88946	chr12	129523674	129523888	+	0.000	0.000	6380
BG369200	chr9	96031951	96032217	+	0.000	0.000	25763
BG369201	chr9	96032222	96032533	+	0.000	0.000	25764
BG369203	chr9	96033890	96034208	+	0.000	0.000	25765
BG88951	chr12	129607834	129608042	+	0.000	0.000	6381
BG369217	chr9	96109721	96110012	+	0.000	0.000	25766
BG369218	chr9	96110039	96110286	+	0.000	0.000	25767
BG88966	chr12	129763063	129763276	+	0.000	0.000	6382
BG88969	chr12	129788460	129789032	+	0.000	0.000	6383
BG369221	chr9	96117757	96117997	+	0.000	0.000	25768
BG369222	chr9	96129815	96130014	+	0.000	0.000	25769
BG88976	chr12	129862255	129862637	+	0.000	0.000	6384
BG88982	chr12	129902473	129902848	+	0.000	0.000	6385
BG88984	chr12	129903625	129903824	+	0.000	0.000	6386
BG88997	chr12	129961181	129961683	+	0.000	0.000	6387
BG369252	chr9	96317000	96317199	+	0.000	0.000	25770
BG369262	chr9	96350360	96350873	+	0.000	0.000	25771
BG369275	chr9	96453675	96453916	+	0.000	0.000	25772
BG369287	chr9	96502337	96502819	+	0.000	0.000	25773
BG136000	chr16	78460735	78461127	+	0.000	0.000	9909
BG136019	chr16	78648606	78648863	+	0.000	0.000	9910
BG136026	chr16	78684718	78684925	+	0.000	0.000	9911
BG136028	chr16	78695422	78695624	+	0.000	0.000	9912
BG136033	chr16	78786587	78787100	+	0.000	0.000	9913
BG136052	chr16	78990353	78990595	+	0.000	0.000	9914
BG136065	chr16	79093787	79094013	+	0.000	0.000	9915
BG136078	chr16	79209377	79209601	+	0.000	0.000	9916
BG136088	chr16	79307211	79307710	+	0.000	0.000	9917
BG136097	chr16	79381909	79382108	+	0.000	0.000	9918
BG369305	chr9	96559594	96559815	+	0.000	0.000	25774
BG369321	chr9	96674753	96675196	+	0.000	0.000	25775
BG369341	chr9	96859898	96860118	+	0.000	0.000	25776
BG369354	chr9	97051005	97051440	+	0.000	0.000	25777
BG369355	chr9	97051442	97052225	+	0.000	0.000	25778
BG369356	chr9	97052229	97052646	+	0.000	0.000	25779
BG369361	chr9	97072012	97073053	+	0.000	0.000	25780
BG369367	chr9	97143290	97143632	+	0.000	0.000	25781
BG369369	chr9	97149443	97149785	+	0.000	0.000	25782
BG136104	chr16	79429532	79429736	+	0.000	0.000	9919
BG136127	chr16	79561856	79562909	+	0.000	0.000	9920
BG136133	chr16	79593482	79593683	+	0.000	0.000	9921
BG136148	chr16	79758683	79758935	+	0.000	0.000	9922
BG136151	chr16	79760022	79760279	+	0.000	0.000	9923
BG369406	chr9	97475191	97475402	+	0.000	0.000	25783
BG369414	chr9	97508986	97509185	+	0.000	0.000	25784
BG369423	chr9	97527558	97527904	+	0.000	0.000	25785
BG369456	chr9	97699253	97699555	+	0.000	0.000	25786
BG369491	chr9	97984136	97984335	+	0.000	0.000	25787
BG136204	chr16	80526761	80526989	+	0.000	0.000	9924
BG136217	chr16	80710818	80711017	+	0.000	0.000	9925
BG136237	chr16	80788135	80788334	+	0.000	0.000	9926
BG136242	chr16	80804069	80804463	+	0.000	0.000	9927
BG136283	chr16	81133478	81133677	+	0.000	0.000	9928
BG136289	chr16	81157847	81158046	+	0.000	0.000	9929
BG136298	chr16	81214040	81214761	+	0.000	0.000	9930
BG136299	chr16	81214793	81215108	+	0.000	0.000	9931
BG369510	chr9	98087708	98088012	+	0.000	0.000	25788
BG369533	chr9	98232572	98232892	+	0.000	0.000	25789
BG369539	chr9	98271188	98271387	+	0.000	0.000	25790
BG369556	chr9	98380195	98380394	+	0.000	0.000	25791
BG369580	chr9	98453691	98453890	+	0.000	0.000	25792
BG136305	chr16	81248234	81248663	+	0.000	0.000	9932
BG136307	chr16	81254818	81255050	+	0.000	0.000	9933
BG136314	chr16	81276756	81277083	+	0.000	0.000	9934
BG136323	chr16	81337160	81337540	+	0.000	0.000	9935
BG136324	chr16	81357862	81358109	+	0.000	0.000	9936
BG136329	chr16	81390887	81391109	+	0.000	0.000	9937
BG136334	chr16	81411006	81411205	+	0.000	0.000	9938
BG136337	chr16	81429092	81429480	+	0.000	0.000	9939
BG136345	chr16	81457503	81457850	+	0.000	0.000	9940
BG136346	chr16	81457862	81458092	+	0.000	0.000	9941
BG136359	chr16	81485806	81486054	+	0.000	0.000	9942
BG369642	chr9	98643077	98643483	+	0.000	0.000	25793
BG369660	chr9	98742367	98742869	+	0.000	0.000	25794
BG369676	chr9	98821977	98822176	+	0.000	0.000	25795
BG136418	chr16	81685838	81686274	+	0.000	0.000	9943
BG136426	chr16	81703530	81703769	+	0.000	0.000	9944
BG136429	chr16	81711617	81711958	+	0.000	0.000	9945
BG136436	chr16	81739196	81739414	+	0.000	0.000	9946
BG136441	chr16	81778848	81779385	+	0.000	0.000	9947
BG136450	chr16	81843265	81843544	+	0.000	0.000	9948
BG136460	chr16	81946194	81946588	+	0.000	0.000	9949
BG136483	chr16	82252368	82253327	+	0.000	0.000	9950
BG369717	chr9	99039529	99039940	+	0.000	0.000	25796
BG369722	chr9	99058461	99058660	+	0.000	0.000	25797
BG369733	chr9	99123967	99124447	+	0.000	0.000	25798
BG369744	chr9	99189987	99190186	+	0.000	0.000	25799
BG369784	chr9	99392229	99392464	+	0.000	0.000	25800
BG136504	chr16	82451490	82451747	+	0.000	0.000	9951
BG136524	chr16	82633413	82634597	+	0.000	0.000	9952
BG136531	chr16	82663757	82663992	+	0.000	0.000	9953
BG136547	chr16	82748061	82748281	+	0.000	0.000	9954
BG136592	chr16	83091677	83091914	+	0.000	0.000	9955
BG369800	chr9	99526398	99526621	+	0.000	0.000	25801
BG369803	chr9	99530974	99531316	+	0.000	0.000	25802
BG369822	chr9	99699754	99699956	+	0.000	0.000	25803
BG369885	chr9	100272812	100273011	+	0.000	0.000	25804
BG136614	chr16	83160668	83160867	+	0.000	0.000	9956
BG136617	chr16	83176510	83176709	+	0.000	0.000	9957
BG136621	chr16	83187528	83187770	+	0.000	0.000	9958
BG136636	chr16	83336663	83336862	+	0.000	0.000	9959
BG136642	chr16	83363563	83363905	+	0.000	0.000	9960
BG136645	chr16	83372718	83373014	+	0.000	0.000	9961
BG136650	chr16	83397972	83398396	+	0.000	0.000	9962
BG136653	chr16	83446876	83447075	+	0.000	0.000	9963
BG136666	chr16	83717375	83718328	+	0.000	0.000	9964
BG136668	chr16	83742584	83742918	+	0.000	0.000	9965
BG136669	chr16	83743071	83743531	+	0.000	0.000	9966
BG136670	chr16	83743592	83744056	+	0.000	0.000	9967
BG136683	chr16	83813911	83814110	+	0.000	0.000	9968
BG136684	chr16	83814190	83814572	+	0.000	0.000	9969
BG369947	chr9	100591036	100591252	+	0.000	0.000	25805
BG369951	chr9	100598034	100598233	+	0.000	0.000	25806
BG369982	chr9	100854906	100855105	+	0.000	0.000	25807
BG171013	chr2	9250202	9250536	+	0.000	0.000	13289
BG171029	chr2	9278924	9279123	+	0.000	0.000	13290
BG136704	chr16	83936745	83936944	+	0.000	0.000	9970
BG171049	chr2	9330857	9331239	+	0.000	0.000	13291
BG136723	chr16	84013888	84014726	+	0.000	0.000	9971
BG136724	chr16	84017496	84017730	+	0.000	0.000	9972
BG171066	chr2	9388981	9389229	+	0.000	0.000	13292
BG171067	chr2	9389269	9390488	+	0.000	0.000	13293
BG136733	chr16	84057052	84057302	+	0.000	0.000	9973
BG171068	chr2	9390507	9390792	+	0.000	0.000	13294
BG136741	chr16	84068900	84069099	+	0.000	0.000	9974
BG171077	chr2	9430500	9430944	+	0.000	0.000	13295
BG136756	chr16	84099607	84099865	+	0.000	0.000	9975
BG136758	chr16	84109417	84110278	+	0.000	0.000	9976
BG136762	chr16	84131023	84131479	+	0.000	0.000	9977
BG136766	chr16	84151130	84151607	+	0.000	0.000	9978
BG136771	chr16	84159375	84159583	+	0.000	0.000	9979
BG136782	chr16	84205061	84205471	+	0.000	0.000	9980
BG171114	chr2	9636605	9637366	+	0.000	0.000	13296
BG171116	chr2	9639023	9639254	+	0.000	0.000	13297
BG171117	chr2	9639317	9639574	+	0.000	0.000	13298
BG171122	chr2	9655535	9655734	+	0.000	0.000	13299
BG171130	chr2	9669084	9669320	+	0.000	0.000	13300
BG171145	chr2	9739616	9739815	+	0.000	0.000	13301
BG136832	chr16	84446815	84447014	+	0.000	0.000	9981
BG136833	chr16	84447107	84447306	+	0.000	0.000	9982
BG136842	chr16	84482166	84482366	+	0.000	0.000	9983
BG171177	chr2	9813381	9814751	+	0.000	0.000	13302
BG171178	chr2	9832746	9832945	+	0.000	0.000	13303
BG171184	chr2	9879796	9880393	+	0.000	0.000	13304
BG136852	chr16	84533023	84533222	+	0.000	0.000	9984
BG171187	chr2	9885136	9885335	+	0.000	0.000	13305
BG171188	chr2	9885409	9885608	+	0.000	0.000	13306
BG171194	chr2	9952079	9952337	+	0.000	0.000	13307
BG171198	chr2	9971210	9971629	+	0.000	0.000	13308
BG136879	chr16	84633677	84633926	+	0.000	0.000	9985
BG136881	chr16	84641288	84641501	+	0.000	0.000	9986
BG136899	chr16	84742859	84743087	+	0.000	0.000	9987
BG136910	chr16	84780846	84781272	+	0.000	0.000	9988
BG171252	chr2	10169332	10169531	+	0.000	0.000	13309
BG136921	chr16	84841803	84842355	+	0.000	0.000	9989
BG136922	chr16	84843995	84844194	+	0.000	0.000	9990
BG136939	chr16	84898172	84898459	+	0.000	0.000	9991
BG171271	chr2	10270604	10270866	+	0.000	0.000	13310
BG171272	chr2	10270970	10271169	+	0.000	0.000	13311
BG171274	chr2	10283118	10283337	+	0.000	0.000	13312
BG136940	chr16	84898876	84899075	+	0.000	0.000	9992
BG136954	chr16	84972567	84972794	+	0.000	0.000	9993
BG136957	chr16	84977449	84977693	+	0.000	0.000	9994
BG136979	chr16	85019983	85020204	+	0.000	0.000	9995
BG5011	chr1	27343193	27343805	+	0.000	0.000	617
BG5016	chr1	27360069	27360268	+	0.000	0.000	618
BG5017	chr1	27360556	27360757	+	0.000	0.000	619
BG5031	chr1	27416404	27416816	+	0.000	0.000	620
BG5032	chr1	27416941	27417140	+	0.000	0.000	621
BG5043	chr1	27436580	27436812	+	0.000	0.000	622
BG5062	chr1	27520717	27520959	+	0.000	0.000	623
BG5091	chr1	27576280	27576493	+	0.000	0.000	624
BG5093	chr1	27592249	27592448	+	0.000	0.000	625
BG171300	chr2	10376023	10376262	+	0.000	0.000	13313
BG171313	chr2	10409447	10409775	+	0.000	0.000	13314
BG171332	chr2	10598398	10598607	+	0.000	0.000	13315
BG171338	chr2	10647782	10648232	+	0.000	0.000	13316
BG171345	chr2	10668923	10669163	+	0.000	0.000	13317
BG5104	chr1	27631615	27632025	+	0.000	0.000	626
BG5108	chr1	27643732	27643937	+	0.000	0.000	627
BG5109	chr1	27643954	27644187	+	0.000	0.000	628
BG5115	chr1	27660288	27660544	+	0.000	0.000	629
BG5127	chr1	27755173	27755372	+	0.000	0.000	630
BG5128	chr1	27763262	27763461	+	0.000	0.000	631
BG5137	chr1	27788480	27788679	+	0.000	0.000	632
BG5160	chr1	27932339	27932538	+	0.000	0.000	633
BG5183	chr1	28036525	28036752	+	0.000	0.000	634
BG5191	chr1	28106128	28106356	+	0.000	0.000	635
BG171400	chr2	10920806	10921056	+	0.000	0.000	13318
BG171439	chr2	11025033	11025287	+	0.000	0.000	13319
BG171452	chr2	11097138	11097337	+	0.000	0.000	13320
BG171470	chr2	11175090	11175324	+	0.000	0.000	13321
BG171488	chr2	11270966	11271417	+	0.000	0.000	13322
BG5203	chr1	28173131	28173363	+	0.000	0.000	636
BG5214	chr1	28213330	28214025	+	0.000	0.000	637
BG5228	chr1	28409095	28409470	+	0.000	0.000	638
BG5238	chr1	28458098	28458534	+	0.000	0.000	639
BG5274	chr1	28807085	28807813	+	0.000	0.000	640
BG5285	chr1	28825207	28825455	+	0.000	0.000	641
BG171596	chr2	11705253	11706331	+	0.000	0.000	13323
BG5307	chr1	28899607	28899806	+	0.000	0.000	642
BG5312	chr1	28955985	28956607	+	0.000	0.000	643
BG5314	chr1	28971886	28972513	+	0.000	0.000	644
BG5324	chr1	29049966	29050422	+	0.000	0.000	645
BG5325	chr1	29050488	29050698	+	0.000	0.000	646
BG5331	chr1	29064592	29065021	+	0.000	0.000	647
BG5333	chr1	29080967	29081859	+	0.000	0.000	648
BG5334	chr1	29082095	29082309	+	0.000	0.000	649
BG5343	chr1	29121926	29122155	+	0.000	0.000	650
BG5345	chr1	29122679	29122898	+	0.000	0.000	651
BG5346	chr1	29122908	29123107	+	0.000	0.000	652
BG5352	chr1	29156864	29157268	+	0.000	0.000	653
BG5358	chr1	29196087	29196286	+	0.000	0.000	654
BG5371	chr1	29237778	29237996	+	0.000	0.000	655
BG5382	chr1	29302934	29303874	+	0.000	0.000	656
BG5383	chr1	29303971	29304170	+	0.000	0.000	657
BG5389	chr1	29324665	29324864	+	0.000	0.000	658
BG5393	chr1	29342370	29342748	+	0.000	0.000	659
BG5396	chr1	29350907	29351465	+	0.000	0.000	660
BG171610	chr2	11754533	11754732	+	0.000	0.000	13324
BG171618	chr2	11770465	11770677	+	0.000	0.000	13325
BG171645	chr2	12006977	12007269	+	0.000	0.000	13326
BG171663	chr2	12113493	12113692	+	0.000	0.000	13327
BG171666	chr2	12142664	12143064	+	0.000	0.000	13328
BG171667	chr2	12143146	12143345	+	0.000	0.000	13329
BG5413	chr1	29498816	29499572	+	0.000	0.000	661
BG5427	chr1	29664915	29665711	+	0.000	0.000	662
BG5456	chr1	29755014	29755263	+	0.000	0.000	663
BG5464	chr1	29939125	29939377	+	0.000	0.000	664
BG5468	chr1	29953883	29956064	+	0.000	0.000	665
BG5470	chr1	29970838	29971116	+	0.000	0.000	666
BG5484	chr1	30101592	30101791	+	0.000	0.000	667
BG171703	chr2	12555696	12555970	+	0.000	0.000	13330
BG171717	chr2	12669152	12669403	+	0.000	0.000	13331
BG171747	chr2	12837337	12837566	+	0.000	0.000	13332
BG171751	chr2	12898846	12899114	+	0.000	0.000	13333
BG171776	chr2	13213475	13213934	+	0.000	0.000	13334
BG171793	chr2	13523006	13523252	+	0.000	0.000	13335
BG5503	chr1	30191203	30191435	+	0.000	0.000	668
BG5505	chr1	30234216	30234415	+	0.000	0.000	669
BG5511	chr1	30318227	30318752	+	0.000	0.000	670
BG5512	chr1	30321280	30321479	+	0.000	0.000	671
BG5513	chr1	30321568	30321791	+	0.000	0.000	672
BG5515	chr1	30324247	30324685	+	0.000	0.000	673
BG5519	chr1	30407907	30408106	+	0.000	0.000	674
BG5520	chr1	30412259	30412743	+	0.000	0.000	675
BG5522	chr1	30472092	30472291	+	0.000	0.000	676
BG5523	chr1	30473873	30475148	+	0.000	0.000	677
BG5531	chr1	30596537	30596773	+	0.000	0.000	678
BG5536	chr1	30637852	30638110	+	0.000	0.000	679
BG5540	chr1	30652672	30652871	+	0.000	0.000	680
BG5549	chr1	30689998	30690587	+	0.000	0.000	681
BG5551	chr1	30700633	30701676	+	0.000	0.000	682
BG5556	chr1	30727449	30727853	+	0.000	0.000	683
BG5558	chr1	30732527	30733026	+	0.000	0.000	684
BG5563	chr1	30747338	30749741	+	0.000	0.000	685
BG5564	chr1	30749747	30749946	+	0.000	0.000	686
BG5567	chr1	30757709	30757979	+	0.000	0.000	687
BG5568	chr1	30760638	30761094	+	0.000	0.000	688
BG5569	chr1	30763124	30764383	+	0.000	0.000	689
BG5571	chr1	30777904	30778131	+	0.000	0.000	690
BG5573	chr1	30778971	30779181	+	0.000	0.000	691
BG5579	chr1	30786231	30787001	+	0.000	0.000	692
BG5591	chr1	30847150	30847826	+	0.000	0.000	693
BG5595	chr1	30854433	30854715	+	0.000	0.000	694
BG5597	chr1	30856603	30856802	+	0.000	0.000	695
BG171808	chr2	14121236	14121625	+	0.000	0.000	13336
BG171812	chr2	14187832	14188337	+	0.000	0.000	13337
BG171840	chr2	14428012	14428254	+	0.000	0.000	13338
BG171842	chr2	14492902	14493298	+	0.000	0.000	13339
BG5601	chr1	30879161	30879392	+	0.000	0.000	696
BG5627	chr1	30941082	30941281	+	0.000	0.000	697
BG5634	chr1	30984308	30984507	+	0.000	0.000	698
BG5637	chr1	30996121	30996469	+	0.000	0.000	699
BG5640	chr1	31024683	31024928	+	0.000	0.000	700
BG5653	chr1	31170699	31170898	+	0.000	0.000	701
BG5654	chr1	31170920	31171119	+	0.000	0.000	702
BG5669	chr1	31243513	31244178	+	0.000	0.000	703
BG5677	chr1	31306310	31306747	+	0.000	0.000	704
BG5678	chr1	31306774	31306973	+	0.000	0.000	705
BG5680	chr1	31318762	31319042	+	0.000	0.000	706
BG5682	chr1	31319340	31319539	+	0.000	0.000	707
BG5685	chr1	31344533	31344732	+	0.000	0.000	708
BG5693	chr1	31366524	31366723	+	0.000	0.000	709
BG171904	chr2	14815176	14815645	+	0.000	0.000	13340
BG171929	chr2	14932590	14932794	+	0.000	0.000	13341
BG171959	chr2	15128987	15129186	+	0.000	0.000	13342
BG171999	chr2	15358377	15359162	+	0.000	0.000	13343
BG5703	chr1	31413058	31413257	+	0.000	0.000	710
BG5705	chr1	31413866	31414065	+	0.000	0.000	711
BG5710	chr1	31434128	31434327	+	0.000	0.000	712
BG5720	chr1	31541068	31541279	+	0.000	0.000	713
BG5732	chr1	31617590	31618374	+	0.000	0.000	714
BG5739	chr1	31632096	31632295	+	0.000	0.000	715
BG5740	chr1	31639591	31639901	+	0.000	0.000	716
BG5741	chr1	31639932	31640164	+	0.000	0.000	717
BG5747	chr1	31652988	31653238	+	0.000	0.000	718
BG5748	chr1	31653252	31653466	+	0.000	0.000	719
BG5759	chr1	31673527	31673726	+	0.000	0.000	720
BG5793	chr1	31770262	31770484	+	0.000	0.000	721
BG5812	chr1	31822331	31823581	+	0.000	0.000	722
BG5813	chr1	31832504	31832870	+	0.000	0.000	723
BG5819	chr1	31861253	31861479	+	0.000	0.000	724
BG5826	chr1	31881694	31881986	+	0.000	0.000	725
BG5828	chr1	31914557	31914760	+	0.000	0.000	726
BG5836	chr1	31936761	31936977	+	0.000	0.000	727
BG5852	chr1	31970901	31971125	+	0.000	0.000	728
BG5869	chr1	32034026	32034248	+	0.000	0.000	729
BG5871	chr1	32042115	32042398	+	0.000	0.000	730
BG5874	chr1	32055830	32056029	+	0.000	0.000	731
BG5887	chr1	32150892	32151144	+	0.000	0.000	732
BG5889	chr1	32171225	32171778	+	0.000	0.000	733
BG5891	chr1	32196508	32196732	+	0.000	0.000	734
BG189023	chr2	150325728	150325935	+	0.000	0.000	14429
BG189049	chr2	150551823	150552488	+	0.000	0.000	14430
BG189050	chr2	150552581	150552816	+	0.000	0.000	14431
BG189058	chr2	150616279	150616518	+	0.000	0.000	14432
BG189074	chr2	150852973	150853357	+	0.000	0.000	14433
BG5902	chr1	32242519	32242755	+	0.000	0.000	735
BG5911	chr1	32328081	32328499	+	0.000	0.000	736
BG5913	chr1	32332745	32333002	+	0.000	0.000	737
BG5930	chr1	32413651	32413997	+	0.000	0.000	738
BG5931	chr1	32414001	32414222	+	0.000	0.000	739
BG5934	chr1	32427009	32427342	+	0.000	0.000	740
BG5951	chr1	32520824	32521058	+	0.000	0.000	741
BG5959	chr1	32637178	32637377	+	0.000	0.000	742
BG5980	chr1	32725255	32725486	+	0.000	0.000	743
BG5981	chr1	32741703	32741902	+	0.000	0.000	744
BG5984	chr1	32766064	32766275	+	0.000	0.000	745
BG5985	chr1	32769610	32770045	+	0.000	0.000	746
BG5987	chr1	32786563	32786961	+	0.000	0.000	747
BG5989	chr1	32791958	32792194	+	0.000	0.000	748
BG5995	chr1	32818932	32819334	+	0.000	0.000	749
BG5998	chr1	32828436	32828665	+	0.000	0.000	750
BG5999	chr1	32828703	32829032	+	0.000	0.000	751
BG189100	chr2	151111451	151111906	+	0.000	0.000	14434
BG189119	chr2	151313658	151313857	+	0.000	0.000	14435
BG189123	chr2	151337013	151337212	+	0.000	0.000	14436
BG189136	chr2	151397326	151397570	+	0.000	0.000	14437
BG189269	chr2	152016839	152017403	+	0.000	0.000	14438
BG189292	chr2	152078660	152079028	+	0.000	0.000	14439
BG189302	chr2	152100462	152100676	+	0.000	0.000	14440
BG189324	chr2	152164374	152164573	+	0.000	0.000	14441
BG189392	chr2	152432391	152432591	+	0.000	0.000	14442
BG189394	chr2	152433887	152434094	+	0.000	0.000	14443
BG189402	chr2	152449163	152449362	+	0.000	0.000	14444
BG189487	chr2	152588696	152588911	+	0.000	0.000	14445
BG189488	chr2	152588962	152589332	+	0.000	0.000	14446
BG189518	chr2	152636003	152636221	+	0.000	0.000	14447
BG189550	chr2	153023117	153023316	+	0.000	0.000	14448
BG189559	chr2	153212390	153212607	+	0.000	0.000	14449
BG189573	chr2	153557165	153557364	+	0.000	0.000	14450
BG189584	chr2	153802727	153802972	+	0.000	0.000	14451
BG189615	chr2	154013877	154014268	+	0.000	0.000	14452
BG189637	chr2	154222070	154222269	+	0.000	0.000	14453
BG189643	chr2	154277314	154277773	+	0.000	0.000	14454
BG189671	chr2	154484722	154484921	+	0.000	0.000	14455
BG189690	chr2	154710160	154710368	+	0.000	0.000	14456
BG189719	chr2	154954145	154954344	+	0.000	0.000	14457
BG189764	chr2	155547528	155547727	+	0.000	0.000	14458
BG189812	chr2	156349682	156349892	+	0.000	0.000	14459
BG189847	chr2	156561370	156561569	+	0.000	0.000	14460
BG189860	chr2	156750957	156751193	+	0.000	0.000	14461
BG189886	chr2	157053951	157054150	+	0.000	0.000	14462
BG189958	chr2	157497458	157497672	+	0.000	0.000	14463
BG189971	chr2	157559014	157559399	+	0.000	0.000	14464
BG200009	chr2	230905348	230905620	+	0.000	0.000	14997
BG200011	chr2	230913279	230913478	+	0.000	0.000	14998
BG200018	chr2	230956923	230957155	+	0.000	0.000	14999
BG200037	chr2	231053220	231053429	+	0.000	0.000	15000
BG200064	chr2	231200844	231201082	+	0.000	0.000	15001
BG200078	chr2	231270879	231271094	+	0.000	0.000	15002
BG200110	chr2	231379317	231380847	+	0.000	0.000	15003
BG200134	chr2	231522845	231523081	+	0.000	0.000	15004
BG200139	chr2	231545956	231546165	+	0.000	0.000	15005
BG200167	chr2	231680721	231681665	+	0.000	0.000	15006
BG200168	chr2	231683282	231683848	+	0.000	0.000	15007
BG200185	chr2	231766394	231766593	+	0.000	0.000	15008
BG200194	chr2	231800580	231801070	+	0.000	0.000	15009
BG200230	chr2	232120980	232121241	+	0.000	0.000	15010
BG200240	chr2	232236191	232236678	+	0.000	0.000	15011
BG200256	chr2	232265952	232266151	+	0.000	0.000	15012
BG200284	chr2	232337428	232337671	+	0.000	0.000	15013
BG200286	chr2	232413325	232413524	+	0.000	0.000	15014
BG200289	chr2	232420574	232420987	+	0.000	0.000	15015
BG200293	chr2	232444479	232444710	+	0.000	0.000	15016
BG200306	chr2	232526107	232526335	+	0.000	0.000	15017
BG200310	chr2	232568285	232568515	+	0.000	0.000	15018
