#Name (cmd = mergePeaks pr.diff_pd_hipp_lrrk_vs_lopd/bg.clean.pos pr.diff_pd_hipp_lrrk_vs_lopd/target.clean..pos -d 200 -cobound 1 -prefix pr.diff_pd_hipp_lrrk_vs_lopd/0.241936496765451.2.tmp)	chr	start	end	strand	stat	stat2	pr.diff_pd_hipp_lrrk_vs_lopd/target.clean..pos
BG172885	chr2	21376993	21377213	+	0.000	0.000	13299
BG172892	chr2	21422160	21422359	+	0.000	0.000	13300
BG172894	chr2	21431379	21431607	+	0.000	0.000	13301
BG6602	chr1	36136609	36136861	+	0.000	0.000	691
BG6609	chr1	36155212	36155411	+	0.000	0.000	692
BG6610	chr1	36155445	36155735	+	0.000	0.000	693
BG6612	chr1	36158266	36158465	+	0.000	0.000	694
BG6640	chr1	36253539	36253760	+	0.000	0.000	695
BG6642	chr1	36279485	36279762	+	0.000	0.000	696
BG6653	chr1	36328880	36329079	+	0.000	0.000	697
BG6696	chr1	36516649	36516870	+	0.000	0.000	698
BG6698	chr1	36523927	36524889	+	0.000	0.000	699
BG6699	chr1	36547339	36548300	+	0.000	0.000	700
BG172919	chr2	21716304	21716599	+	0.000	0.000	13302
BG172928	chr2	21865313	21865512	+	0.000	0.000	13303
BG172938	chr2	21897476	21897928	+	0.000	0.000	13304
BG172939	chr2	21928376	21928596	+	0.000	0.000	13305
BG172941	chr2	21930441	21930659	+	0.000	0.000	13306
BG172961	chr2	22242981	22243180	+	0.000	0.000	13307
BG172998	chr2	22563881	22564080	+	0.000	0.000	13308
BG6701	chr1	36572161	36572379	+	0.000	0.000	701
BG6708	chr1	36584217	36585391	+	0.000	0.000	702
BG6722	chr1	36653328	36654645	+	0.000	0.000	703
BG6735	chr1	36718187	36718515	+	0.000	0.000	704
BG6758	chr1	36848212	36848411	+	0.000	0.000	705
BG6769	chr1	36923934	36924133	+	0.000	0.000	706
BG6773	chr1	36931518	36931770	+	0.000	0.000	707
BG6787	chr1	37001818	37002017	+	0.000	0.000	708
BG6795	chr1	37064760	37065075	+	0.000	0.000	709
BG6822	chr1	37159006	37159257	+	0.000	0.000	710
BG6825	chr1	37177339	37177575	+	0.000	0.000	711
BG6831	chr1	37237754	37238277	+	0.000	0.000	712
BG6842	chr1	37262567	37262812	+	0.000	0.000	713
BG6853	chr1	37315359	37315566	+	0.000	0.000	714
BG6863	chr1	37399061	37400701	+	0.000	0.000	715
BG6868	chr1	37433091	37433290	+	0.000	0.000	716
BG6873	chr1	37465977	37466176	+	0.000	0.000	717
BG6884	chr1	37527870	37528118	+	0.000	0.000	718
BG6903	chr1	37721512	37722250	+	0.000	0.000	719
BG6916	chr1	37760316	37760574	+	0.000	0.000	720
BG6922	chr1	37777199	37777418	+	0.000	0.000	721
BG6928	chr1	37813971	37814207	+	0.000	0.000	722
BG6929	chr1	37814326	37814764	+	0.000	0.000	723
BG6931	chr1	37817170	37818132	+	0.000	0.000	724
BG6964	chr1	38018981	38019204	+	0.000	0.000	725
BG6996	chr1	38117568	38117767	+	0.000	0.000	726
BG201007	chr2	236085277	236085619	+	0.000	0.000	15141
BG201016	chr2	236102572	236102771	+	0.000	0.000	15142
BG201017	chr2	236102949	236103488	+	0.000	0.000	15143
BG201024	chr2	236131312	236131511	+	0.000	0.000	15144
BG201039	chr2	236214472	236215020	+	0.000	0.000	15145
BG201054	chr2	236321415	236322169	+	0.000	0.000	15146
BG201058	chr2	236352896	236353846	+	0.000	0.000	15147
BG201091	chr2	236489388	236489587	+	0.000	0.000	15148
BG201095	chr2	236501058	236501393	+	0.000	0.000	15149
BG201098	chr2	236503668	236503879	+	0.000	0.000	15150
BG201100	chr2	236505717	236505952	+	0.000	0.000	15151
BG201123	chr2	236630019	236630862	+	0.000	0.000	15152
BG201174	chr2	236919328	236919527	+	0.000	0.000	15153
BG201176	chr2	236928835	236929034	+	0.000	0.000	15154
BG201179	chr2	236993867	236994699	+	0.000	0.000	15155
BG201180	chr2	236994716	236995079	+	0.000	0.000	15156
BG201183	chr2	237061391	237061643	+	0.000	0.000	15157
BG201200	chr2	237155857	237156343	+	0.000	0.000	15158
BG201208	chr2	237235782	237235981	+	0.000	0.000	15159
BG201216	chr2	237283571	237284091	+	0.000	0.000	15160
BG201229	chr2	237330243	237330442	+	0.000	0.000	15161
BG201240	chr2	237404528	237404851	+	0.000	0.000	15162
BG201260	chr2	237487091	237487290	+	0.000	0.000	15163
BG201263	chr2	237531140	237531371	+	0.000	0.000	15164
BG201265	chr2	237566871	237567075	+	0.000	0.000	15165
BG201272	chr2	237591239	237591499	+	0.000	0.000	15166
BG201281	chr2	237627702	237628168	+	0.000	0.000	15167
BG201292	chr2	237700508	237700707	+	0.000	0.000	15168
BG201310	chr2	237774596	237775015	+	0.000	0.000	15169
BG201323	chr2	237893035	237893648	+	0.000	0.000	15170
BG201340	chr2	237943435	237943726	+	0.000	0.000	15171
BG201341	chr2	237943749	237943948	+	0.000	0.000	15172
BG201354	chr2	238020113	238020312	+	0.000	0.000	15173
BG201391	chr2	238216019	238217542	+	0.000	0.000	15174
BG201397	chr2	238231818	238232055	+	0.000	0.000	15175
BG300002	chr6	30656928	30657266	+	0.000	0.000	21677
BG300044	chr6	30880854	30881355	+	0.000	0.000	21678
BG300045	chr6	30881982	30882190	+	0.000	0.000	21679
BG300050	chr6	30888837	30889036	+	0.000	0.000	21680
BG300052	chr6	30890705	30891209	+	0.000	0.000	21681
BG300062	chr6	30969265	30969464	+	0.000	0.000	21682
BG300072	chr6	31067117	31067327	+	0.000	0.000	21683
BG300088	chr6	31123420	31123652	+	0.000	0.000	21684
BG300099	chr6	31180416	31180971	+	0.000	0.000	21685
BG201440	chr2	238434590	238434836	+	0.000	0.000	15176
BG201455	chr2	238644660	238644860	+	0.000	0.000	15177
BG201462	chr2	238709462	238709661	+	0.000	0.000	15178
BG201465	chr2	238728510	238728735	+	0.000	0.000	15179
BG201488	chr2	238974550	238974802	+	0.000	0.000	15180
BG201489	chr2	238974824	238975244	+	0.000	0.000	15181
BG300116	chr6	31374041	31374438	+	0.000	0.000	21686
BG300126	chr6	31408070	31408484	+	0.000	0.000	21687
BG300141	chr6	31547763	31547962	+	0.000	0.000	21688
BG300153	chr6	31614388	31614616	+	0.000	0.000	21689
BG300154	chr6	31614674	31614873	+	0.000	0.000	21690
BG300169	chr6	31659965	31660538	+	0.000	0.000	21691
BG300179	chr6	31714018	31714226	+	0.000	0.000	21692
BG300190	chr6	31772960	31773167	+	0.000	0.000	21693
BG201515	chr2	239085317	239085917	+	0.000	0.000	15182
BG201516	chr2	239086632	239087084	+	0.000	0.000	15183
BG201517	chr2	239087102	239087497	+	0.000	0.000	15184
BG201527	chr2	239103222	239103455	+	0.000	0.000	15185
BG201528	chr2	239105843	239106354	+	0.000	0.000	15186
BG201529	chr2	239106372	239106622	+	0.000	0.000	15187
BG201530	chr2	239106753	239107025	+	0.000	0.000	15188
BG201531	chr2	239111487	239111686	+	0.000	0.000	15189
BG201541	chr2	239121335	239122024	+	0.000	0.000	15190
BG201565	chr2	239175841	239176784	+	0.000	0.000	15191
BG201572	chr2	239200693	239200911	+	0.000	0.000	15192
BG201576	chr2	239202905	239203128	+	0.000	0.000	15193
BG201578	chr2	239204546	239204745	+	0.000	0.000	15194
BG201579	chr2	239209933	239210297	+	0.000	0.000	15195
BG201580	chr2	239211806	239212022	+	0.000	0.000	15196
BG201584	chr2	239222812	239223028	+	0.000	0.000	15197
BG201586	chr2	239225972	239226171	+	0.000	0.000	15198
BG300207	chr6	31826719	31827143	+	0.000	0.000	21694
BG300213	chr6	31834241	31834730	+	0.000	0.000	21695
BG300214	chr6	31834769	31835727	+	0.000	0.000	21696
BG300217	chr6	31862011	31862384	+	0.000	0.000	21697
BG300221	chr6	31881473	31881672	+	0.000	0.000	21698
BG300224	chr6	31910370	31911035	+	0.000	0.000	21699
BG300235	chr6	31973088	31973287	+	0.000	0.000	21700
BG300260	chr6	32146035	32146631	+	0.000	0.000	21701
BG300265	chr6	32163350	32164302	+	0.000	0.000	21702
BG300294	chr6	32583492	32584961	+	0.000	0.000	21703
BG201623	chr2	239295857	239296066	+	0.000	0.000	15199
BG201625	chr2	239296613	239296852	+	0.000	0.000	15200
BG201629	chr2	239303292	239303491	+	0.000	0.000	15201
BG201630	chr2	239304903	239305125	+	0.000	0.000	15202
BG201634	chr2	239316532	239317419	+	0.000	0.000	15203
BG201635	chr2	239317992	239318395	+	0.000	0.000	15204
BG201670	chr2	239444013	239444617	+	0.000	0.000	15205
BG201672	chr2	239444962	239445195	+	0.000	0.000	15206
BG201677	chr2	239456198	239456483	+	0.000	0.000	15207
BG201678	chr2	239456511	239456737	+	0.000	0.000	15208
BG201694	chr2	239573991	239575225	+	0.000	0.000	15209
BG201699	chr2	239609156	239609540	+	0.000	0.000	15210
BG300302	chr6	32609876	32610126	+	0.000	0.000	21704
BG300305	chr6	32627974	32628191	+	0.000	0.000	21705
BG300307	chr6	32632593	32632859	+	0.000	0.000	21706
BG300309	chr6	32637191	32637480	+	0.000	0.000	21707
BG300313	chr6	32665697	32666908	+	0.000	0.000	21708
BG300315	chr6	32668425	32668676	+	0.000	0.000	21709
BG300333	chr6	32885540	32885761	+	0.000	0.000	21710
BG300360	chr6	33019325	33019529	+	0.000	0.000	21711
BG300369	chr6	33082773	33082972	+	0.000	0.000	21712
BG300375	chr6	33118571	33118807	+	0.000	0.000	21713
BG300382	chr6	33160797	33161199	+	0.000	0.000	21714
BG201735	chr2	239751744	239751950	+	0.000	0.000	15211
BG201746	chr2	239806359	239806611	+	0.000	0.000	15212
BG201747	chr2	239806622	239807246	+	0.000	0.000	15213
BG201750	chr2	239815336	239815535	+	0.000	0.000	15214
BG201770	chr2	239945088	239945537	+	0.000	0.000	15215
BG201771	chr2	239946865	239947650	+	0.000	0.000	15216
BG201779	chr2	239962956	239963169	+	0.000	0.000	15217
BG201784	chr2	239973476	239973721	+	0.000	0.000	15218
BG201796	chr2	239994194	239994425	+	0.000	0.000	15219
BG300425	chr6	33508986	33509285	+	0.000	0.000	21715
BG300428	chr6	33577293	33577494	+	0.000	0.000	21716
BG300440	chr6	33621802	33622143	+	0.000	0.000	21717
BG300447	chr6	33668884	33669386	+	0.000	0.000	21718
BG300450	chr6	33672929	33673168	+	0.000	0.000	21719
BG300460	chr6	33700526	33700771	+	0.000	0.000	21720
BG300467	chr6	33718588	33718787	+	0.000	0.000	21721
BG300475	chr6	33742988	33743187	+	0.000	0.000	21722
BG300478	chr6	33745616	33747630	+	0.000	0.000	21723
BG300479	chr6	33761633	33762492	+	0.000	0.000	21724
BG300486	chr6	33777482	33777729	+	0.000	0.000	21725
BG37001	chr10	28246352	28246604	+	0.000	0.000	2932
BG201812	chr2	240121232	240121488	+	0.000	0.000	15220
BG201813	chr2	240121499	240121908	+	0.000	0.000	15221
BG37028	chr10	28386617	28386881	+	0.000	0.000	2933
BG201821	chr2	240192748	240193261	+	0.000	0.000	15222
BG201823	chr2	240200562	240201019	+	0.000	0.000	15223
BG201824	chr2	240201744	240201943	+	0.000	0.000	15224
BG201825	chr2	240202001	240202218	+	0.000	0.000	15225
BG201826	chr2	240202228	240202427	+	0.000	0.000	15226
BG201828	chr2	240212833	240213040	+	0.000	0.000	15227
BG37031	chr10	28398943	28399148	+	0.000	0.000	2934
BG201838	chr2	240249412	240250085	+	0.000	0.000	15228
BG201839	chr2	240250178	240250420	+	0.000	0.000	15229
BG37046	chr10	28480575	28481255	+	0.000	0.000	2935
BG201843	chr2	240258870	240259075	+	0.000	0.000	15230
BG201844	chr2	240259134	240259396	+	0.000	0.000	15231
BG201845	chr2	240259543	240259742	+	0.000	0.000	15232
BG201849	chr2	240299201	240299400	+	0.000	0.000	15233
BG37052	chr10	28546046	28546264	+	0.000	0.000	2936
BG37054	chr10	28550778	28550998	+	0.000	0.000	2937
BG201850	chr2	240299446	240299645	+	0.000	0.000	15234
BG201851	chr2	240318873	240319073	+	0.000	0.000	15235
BG201854	chr2	240339541	240341023	+	0.000	0.000	15236
BG201857	chr2	240372182	240372381	+	0.000	0.000	15237
BG37094	chr10	28738492	28738691	+	0.000	0.000	2938
BG201892	chr2	240573687	240573893	+	0.000	0.000	15238
BG201898	chr2	240594864	240595091	+	0.000	0.000	15239
BG201899	chr2	240595111	240595500	+	0.000	0.000	15240
BG300503	chr6	33851965	33852164	+	0.000	0.000	21726
BG300551	chr6	34063735	34063984	+	0.000	0.000	21727
BG300597	chr6	34277332	34277763	+	0.000	0.000	21728
BG37101	chr10	28790181	28790412	+	0.000	0.000	2939
BG37103	chr10	28797263	28797462	+	0.000	0.000	2940
BG201908	chr2	240641023	240641222	+	0.000	0.000	15241
BG37117	chr10	28930642	28930841	+	0.000	0.000	2941
BG37125	chr10	28960178	28960435	+	0.000	0.000	2942
BG37129	chr10	28984372	28985163	+	0.000	0.000	2943
BG201935	chr2	240766227	240766426	+	0.000	0.000	15242
BG201947	chr2	240791914	240792275	+	0.000	0.000	15243
BG37197	chr10	29646578	29646777	+	0.000	0.000	2944
BG201991	chr2	240987463	240987662	+	0.000	0.000	15244
BG300612	chr6	34349142	34349840	+	0.000	0.000	21729
BG300614	chr6	34359802	34360219	+	0.000	0.000	21730
BG300617	chr6	34366850	34367049	+	0.000	0.000	21731
BG300622	chr6	34381147	34381397	+	0.000	0.000	21732
BG300629	chr6	34412477	34412773	+	0.000	0.000	21733
BG300645	chr6	34484999	34485229	+	0.000	0.000	21734
BG300665	chr6	34560817	34561088	+	0.000	0.000	21735
BG300677	chr6	34598314	34598734	+	0.000	0.000	21736
BG300682	chr6	34610229	34610483	+	0.000	0.000	21737
BG300683	chr6	34646418	34646674	+	0.000	0.000	21738
BG37212	chr10	29773310	29773509	+	0.000	0.000	2945
BG37218	chr10	29818150	29818349	+	0.000	0.000	2946
BG37230	chr10	29926703	29926902	+	0.000	0.000	2947
BG37233	chr10	29965877	29966232	+	0.000	0.000	2948
BG37243	chr10	30013993	30014192	+	0.000	0.000	2949
BG37251	chr10	30026961	30027661	+	0.000	0.000	2950
BG300732	chr6	35008862	35009591	+	0.000	0.000	21739
BG300734	chr6	35011900	35012099	+	0.000	0.000	21740
BG300750	chr6	35047793	35048262	+	0.000	0.000	21741
BG300773	chr6	35199518	35199922	+	0.000	0.000	21742
BG300797	chr6	35305231	35305480	+	0.000	0.000	21743
BG37301	chr10	30215109	30215555	+	0.000	0.000	2951
BG37344	chr10	30553985	30554184	+	0.000	0.000	2952
BG37364	chr10	30762630	30762829	+	0.000	0.000	2953
BG37377	chr10	30828291	30828490	+	0.000	0.000	2954
BG37387	chr10	30862462	30862661	+	0.000	0.000	2955
BG37396	chr10	30942046	30942263	+	0.000	0.000	2956
BG219005	chr22	32657493	32657692	+	0.000	0.000	16661
BG219015	chr22	32699016	32699215	+	0.000	0.000	16662
BG219017	chr22	32699744	32699993	+	0.000	0.000	16663
BG219020	chr22	32701083	32701307	+	0.000	0.000	16664
BG219031	chr22	32796441	32797283	+	0.000	0.000	16665
BG219032	chr22	32797303	32797527	+	0.000	0.000	16666
BG219042	chr22	32840033	32840519	+	0.000	0.000	16667
BG219062	chr22	32951830	32952029	+	0.000	0.000	16668
BG219070	chr22	33028156	33028701	+	0.000	0.000	16669
BG219085	chr22	33057883	33058205	+	0.000	0.000	16670
BG219086	chr22	33058231	33058636	+	0.000	0.000	16671
BG219090	chr22	33071216	33071473	+	0.000	0.000	16672
BG219093	chr22	33075374	33075681	+	0.000	0.000	16673
BG219094	chr22	33075794	33076035	+	0.000	0.000	16674
BG300804	chr6	35356228	35356484	+	0.000	0.000	21744
BG300805	chr6	35356502	35357118	+	0.000	0.000	21745
BG300806	chr6	35358590	35358789	+	0.000	0.000	21746
BG300807	chr6	35359539	35359738	+	0.000	0.000	21747
BG300821	chr6	35417954	35418669	+	0.000	0.000	21748
BG300850	chr6	35603315	35603522	+	0.000	0.000	21749
BG300853	chr6	35637161	35637377	+	0.000	0.000	21750
BG300859	chr6	35663450	35663747	+	0.000	0.000	21751
BG300861	chr6	35665011	35665222	+	0.000	0.000	21752
BG300862	chr6	35687546	35687907	+	0.000	0.000	21753
BG300884	chr6	35792096	35792983	+	0.000	0.000	21754
BG37434	chr10	31322770	31323007	+	0.000	0.000	2957
BG37435	chr10	31343194	31343393	+	0.000	0.000	2958
BG219108	chr22	33180394	33181086	+	0.000	0.000	16675
BG219126	chr22	33232028	33232497	+	0.000	0.000	16676
BG219130	chr22	33242123	33242536	+	0.000	0.000	16677
BG219152	chr22	33380904	33381103	+	0.000	0.000	16678
BG219168	chr22	33464714	33464995	+	0.000	0.000	16679
BG300909	chr6	35943221	35943814	+	0.000	0.000	21755
BG300910	chr6	35943879	35944117	+	0.000	0.000	21756
BG300911	chr6	35954940	35955932	+	0.000	0.000	21757
BG300913	chr6	35969731	35970031	+	0.000	0.000	21758
BG300914	chr6	35970279	35970522	+	0.000	0.000	21759
BG300916	chr6	35972803	35973038	+	0.000	0.000	21760
BG300947	chr6	36206997	36207829	+	0.000	0.000	21761
BG300953	chr6	36251481	36251990	+	0.000	0.000	21762
BG300986	chr6	36373281	36373480	+	0.000	0.000	21763
BG300998	chr6	36464366	36464565	+	0.000	0.000	21764
BG37500	chr10	31885981	31886188	+	0.000	0.000	2959
BG37514	chr10	31999811	32000010	+	0.000	0.000	2960
BG37519	chr10	32039504	32040027	+	0.000	0.000	2961
BG37523	chr10	32105827	32106041	+	0.000	0.000	2962
BG37547	chr10	32294520	32294719	+	0.000	0.000	2963
BG219204	chr22	33572238	33572459	+	0.000	0.000	16680
BG219227	chr22	33704520	33704719	+	0.000	0.000	16681
BG219240	chr22	33750073	33750272	+	0.000	0.000	16682
BG219274	chr22	33864894	33865093	+	0.000	0.000	16683
BG219279	chr22	33874186	33874385	+	0.000	0.000	16684
BG219281	chr22	33895920	33896147	+	0.000	0.000	16685
BG219287	chr22	33908242	33908441	+	0.000	0.000	16686
BG37616	chr10	33166270	33166756	+	0.000	0.000	2964
BG37620	chr10	33189979	33190227	+	0.000	0.000	2965
BG37633	chr10	33271661	33271860	+	0.000	0.000	2966
BG37656	chr10	33411204	33411571	+	0.000	0.000	2967
BG219303	chr22	34073015	34073476	+	0.000	0.000	16687
BG219319	chr22	34475397	34476467	+	0.000	0.000	16688
BG219324	chr22	34712706	34713294	+	0.000	0.000	16689
BG219336	chr22	34784193	34784403	+	0.000	0.000	16690
BG219340	chr22	34809098	34809530	+	0.000	0.000	16691
BG219343	chr22	34834113	34834312	+	0.000	0.000	16692
BG219345	chr22	34866852	34867108	+	0.000	0.000	16693
BG219353	chr22	34917507	34917904	+	0.000	0.000	16694
BG219376	chr22	35069576	35069918	+	0.000	0.000	16695
BG219392	chr22	35218964	35219245	+	0.000	0.000	16696
BG72000	chr12	5012164	5012635	+	0.000	0.000	5495
BG72002	chr12	5017516	5017715	+	0.000	0.000	5496
BG72007	chr12	5031641	5032296	+	0.000	0.000	5497
BG72028	chr12	5081402	5081601	+	0.000	0.000	5498
BG72044	chr12	5172083	5172282	+	0.000	0.000	5499
BG72053	chr12	5254798	5254997	+	0.000	0.000	5500
BG72060	chr12	5429069	5429316	+	0.000	0.000	5501
BG72067	chr12	5442722	5442945	+	0.000	0.000	5502
BG72077	chr12	5682689	5682888	+	0.000	0.000	5503
BG37760	chr10	34310365	34310599	+	0.000	0.000	2968
BG37777	chr10	34406257	34406527	+	0.000	0.000	2969
BG318033	chr6	166202316	166202536	+	0.000	0.000	22757
BG318049	chr6	166285353	166285552	+	0.000	0.000	22758
BG318053	chr6	166297190	166298160	+	0.000	0.000	22759
BG318054	chr6	166298164	166298410	+	0.000	0.000	22760
BG318060	chr6	166308651	166308941	+	0.000	0.000	22761
BG318061	chr6	166309260	166309498	+	0.000	0.000	22762
BG318062	chr6	166309528	166309729	+	0.000	0.000	22763
BG318077	chr6	166361015	166361469	+	0.000	0.000	22764
BG318088	chr6	166420726	166421202	+	0.000	0.000	22765
BG318089	chr6	166422228	166423027	+	0.000	0.000	22766
BG318094	chr6	166438259	166438487	+	0.000	0.000	22767
BG219407	chr22	35338109	35338308	+	0.000	0.000	16697
BG219422	chr22	35430520	35430876	+	0.000	0.000	16698
BG219456	chr22	35514404	35514695	+	0.000	0.000	16699
BG219468	chr22	35531028	35531242	+	0.000	0.000	16700
BG219471	chr22	35535468	35536936	+	0.000	0.000	16701
BG72100	chr12	6029894	6030441	+	0.000	0.000	5504
BG72119	chr12	6138704	6138903	+	0.000	0.000	5505
BG37803	chr10	34575696	34575895	+	0.000	0.000	2970
BG72139	chr12	6201875	6202444	+	0.000	0.000	5506
BG72144	chr12	6211494	6211701	+	0.000	0.000	5507
BG37812	chr10	34627894	34628093	+	0.000	0.000	2971
BG72151	chr12	6226427	6226681	+	0.000	0.000	5508
BG72154	chr12	6233101	6234007	+	0.000	0.000	5509
BG37828	chr10	34688853	34689091	+	0.000	0.000	2972
BG72161	chr12	6322451	6322650	+	0.000	0.000	5510
BG72167	chr12	6333599	6333798	+	0.000	0.000	5511
BG72171	chr12	6337306	6337534	+	0.000	0.000	5512
BG72173	chr12	6339370	6339620	+	0.000	0.000	5513
BG72176	chr12	6340653	6340873	+	0.000	0.000	5514
BG318108	chr6	166470926	166471125	+	0.000	0.000	22768
BG72180	chr12	6347586	6347793	+	0.000	0.000	5515
BG72183	chr12	6367788	6368007	+	0.000	0.000	5516
BG318113	chr6	166478601	166478815	+	0.000	0.000	22769
BG318114	chr6	166479141	166479340	+	0.000	0.000	22770
BG318120	chr6	166495660	166495946	+	0.000	0.000	22771
BG318138	chr6	166540619	166540938	+	0.000	0.000	22772
BG37887	chr10	34981543	34982208	+	0.000	0.000	2973
BG37895	chr10	35016181	35016411	+	0.000	0.000	2974
BG318162	chr6	166588101	166588302	+	0.000	0.000	22773
BG318179	chr6	166636618	166636817	+	0.000	0.000	22774
BG219508	chr22	35684060	35684259	+	0.000	0.000	16702
BG219511	chr22	35721524	35722109	+	0.000	0.000	16703
BG219513	chr22	35742359	35742594	+	0.000	0.000	16704
BG219519	chr22	35777193	35777631	+	0.000	0.000	16705
BG219520	chr22	35777646	35778147	+	0.000	0.000	16706
BG219524	chr22	35785642	35786121	+	0.000	0.000	16707
BG219538	chr22	35866725	35866924	+	0.000	0.000	16708
BG219557	chr22	35970479	35970693	+	0.000	0.000	16709
BG219574	chr22	36055777	36056363	+	0.000	0.000	16710
BG72205	chr12	6465316	6465520	+	0.000	0.000	5517
BG72210	chr12	6494444	6494656	+	0.000	0.000	5518
BG72211	chr12	6497397	6497623	+	0.000	0.000	5519
BG72219	chr12	6542342	6542541	+	0.000	0.000	5520
BG72255	chr12	6636339	6636577	+	0.000	0.000	5521
BG72264	chr12	6653687	6653905	+	0.000	0.000	5522
BG37937	chr10	35252611	35252828	+	0.000	0.000	2975
BG72283	chr12	6754075	6754283	+	0.000	0.000	5523
BG318231	chr6	166802453	166802673	+	0.000	0.000	22775
BG318232	chr6	166803231	166803430	+	0.000	0.000	22776
BG318240	chr6	166826388	166826603	+	0.000	0.000	22777
BG318249	chr6	166853795	166853994	+	0.000	0.000	22778
BG318250	chr6	166854058	166854277	+	0.000	0.000	22779
BG318253	chr6	166861195	166861394	+	0.000	0.000	22780
BG318260	chr6	166867642	166867841	+	0.000	0.000	22781
BG318264	chr6	166878495	166878805	+	0.000	0.000	22782
BG318265	chr6	166878818	166879450	+	0.000	0.000	22783
BG318274	chr6	166910566	166910886	+	0.000	0.000	22784
BG219605	chr22	36250880	36251138	+	0.000	0.000	16711
BG219641	chr22	36343114	36343313	+	0.000	0.000	16712
BG219650	chr22	36359292	36359491	+	0.000	0.000	16713
BG219675	chr22	36480881	36481906	+	0.000	0.000	16714
BG219685	chr22	36542124	36542458	+	0.000	0.000	16715
BG219687	chr22	36565481	36565703	+	0.000	0.000	16716
BG219688	chr22	36565758	36566035	+	0.000	0.000	16717
BG219691	chr22	36568939	36569185	+	0.000	0.000	16718
BG219692	chr22	36570086	36570309	+	0.000	0.000	16719
BG72349	chr12	6954213	6954412	+	0.000	0.000	5524
BG72351	chr12	6959417	6959616	+	0.000	0.000	5525
BG318301	chr6	167055931	167056130	+	0.000	0.000	22785
BG318332	chr6	167214131	167214545	+	0.000	0.000	22786
BG318343	chr6	167318398	167318641	+	0.000	0.000	22787
BG318354	chr6	167417147	167417346	+	0.000	0.000	22788
BG318361	chr6	167442079	167442278	+	0.000	0.000	22789
BG318377	chr6	167494858	167495057	+	0.000	0.000	22790
BG318378	chr6	167495157	167497257	+	0.000	0.000	22791
BG318395	chr6	167558153	167558984	+	0.000	0.000	22792
BG254018	chr4	31458820	31459298	+	0.000	0.000	18936
BG254036	chr4	31996700	31996899	+	0.000	0.000	18937
BG219709	chr22	36689654	36689982	+	0.000	0.000	16720
BG254041	chr4	32009414	32009613	+	0.000	0.000	18938
BG219710	chr22	36690021	36690301	+	0.000	0.000	16721
BG254073	chr4	32798838	32799062	+	0.000	0.000	18939
BG219752	chr22	37013801	37014056	+	0.000	0.000	16722
BG219756	chr22	37022025	37022252	+	0.000	0.000	16723
BG219757	chr22	37026213	37026634	+	0.000	0.000	16724
BG219761	chr22	37037059	37037657	+	0.000	0.000	16725
BG219766	chr22	37050692	37050907	+	0.000	0.000	16726
BG219773	chr22	37061567	37061766	+	0.000	0.000	16727
BG219777	chr22	37068749	37069689	+	0.000	0.000	16728
BG219797	chr22	37219042	37219241	+	0.000	0.000	16729
BG72403	chr12	7210615	7211015	+	0.000	0.000	5526
BG72412	chr12	7322917	7323181	+	0.000	0.000	5527
BG72421	chr12	7439964	7440435	+	0.000	0.000	5528
BG72449	chr12	7891339	7891879	+	0.000	0.000	5529
BG72475	chr12	8134198	8134397	+	0.000	0.000	5530
BG72476	chr12	8134484	8134683	+	0.000	0.000	5531
BG72477	chr12	8137267	8137500	+	0.000	0.000	5532
BG318402	chr6	167575141	167575340	+	0.000	0.000	22793
BG72485	chr12	8174097	8174501	+	0.000	0.000	5533
BG72487	chr12	8181080	8181534	+	0.000	0.000	5534
BG318410	chr6	167664716	167665021	+	0.000	0.000	22794
BG318418	chr6	167682157	167682356	+	0.000	0.000	22795
BG318420	chr6	167690999	167691362	+	0.000	0.000	22796
BG318428	chr6	167733783	167734510	+	0.000	0.000	22797
BG318430	chr6	167742841	167743110	+	0.000	0.000	22798
BG318433	chr6	167750738	167750941	+	0.000	0.000	22799
BG318436	chr6	167763573	167763962	+	0.000	0.000	22800
BG318437	chr6	167781115	167781371	+	0.000	0.000	22801
BG318456	chr6	167839865	167841078	+	0.000	0.000	22802
BG318461	chr6	167855951	167856192	+	0.000	0.000	22803
BG318468	chr6	167916077	167916286	+	0.000	0.000	22804
BG318492	chr6	167995500	167995730	+	0.000	0.000	22805
BG318493	chr6	167995746	167996472	+	0.000	0.000	22806
BG318494	chr6	167996475	167996823	+	0.000	0.000	22807
BG318495	chr6	167996843	167997181	+	0.000	0.000	22808
BG254122	chr4	33840777	33841077	+	0.000	0.000	18940
BG254136	chr4	34063428	34063678	+	0.000	0.000	18941
BG219807	chr22	37260920	37261157	+	0.000	0.000	16730
BG219811	chr22	37274355	37274644	+	0.000	0.000	16731
BG219814	chr22	37300570	37300769	+	0.000	0.000	16732
BG254154	chr4	34943788	34944125	+	0.000	0.000	18942
BG219820	chr22	37324749	37325609	+	0.000	0.000	16733
BG254166	chr4	35238889	35239141	+	0.000	0.000	18943
BG219833	chr22	37376732	37376931	+	0.000	0.000	16734
BG219838	chr22	37403361	37403630	+	0.000	0.000	16735
BG219841	chr22	37410595	37410908	+	0.000	0.000	16736
BG254176	chr4	35464110	35464309	+	0.000	0.000	18944
BG219845	chr22	37420366	37420565	+	0.000	0.000	16737
BG254182	chr4	35549959	35551102	+	0.000	0.000	18945
